income,investment_percentage,goal,risk,return_rate,Goal_Feasibility,Duration_to_Achieve_Goal,Type_of_Goal
947302,20,medium,low,4.31953967,Not Feasible,13,Save for higher education
326782,10,medium,low,3.397783373,Not Feasible,7,Buy a motorcycle
79072,15,medium,medium,9.0653836,Not Feasible,13,Take a professional certification course
77309,14,long,high,12.0096191,Not Feasible,12,Start a business
170966,20,medium,high,13.6425597,Not Feasible,12,Save for higher education
990467,16,short,medium,5.990794215,Not Feasible,9,Buy fancy shoes
511775,11,long,low,2.213486664,Not Feasible,11,Start a business
396868,43,medium,high,13.32793269,Not Feasible,7,Buy home appliances
195639,31,medium,medium,7.066843342,Not Feasible,12,Travel abroad for holiday
924275,28,short,medium,6.103360214,Not Feasible,7,Pay off a small loan
569614,19,long,medium,5.81123396,Not Feasible,8,Start a business
720419,10,short,medium,9.371369561,Not Feasible,13,Buy a laptop
801511,23,short,medium,6.740881081,Not Feasible,14,Buy a laptop
953342,12,medium,low,4.480532192,Not Feasible,12,Build an emergency fund
393556,40,medium,high,10.86559498,Not Feasible,9,Take a professional certification course
621628,17,short,medium,7.303049976,Not Feasible,13,Upgrade clothing
974613,37,long,low,3.311514695,Not Feasible,11,Buy a car
881643,36,long,low,2.691733989,Not Feasible,7,Save for a house down payment
428810,32,long,medium,5.982309425,Not Feasible,9,Save for children's education
314893,44,short,high,12.47502946,Not Feasible,14,Buy a laptop
701652,14,long,medium,7.274315004,Not Feasible,10,Save for a house down payment
652480,37,medium,medium,8.921618017,Not Feasible,13,Save for higher education
870966,5,short,high,12.36916867,Not Feasible,14,Pay off a small loan
261749,25,short,medium,6.657755098,Not Feasible,10,Upgrade clothing
875665,9,short,low,3.442289909,Not Feasible,12,Buy fancy shoes
586106,5,long,low,4.753906877,Not Feasible,12,Buy a car
908342,25,long,high,10.74509248,Not Feasible,13,Start a business
547717,29,medium,high,14.58229956,Not Feasible,11,Build an emergency fund
592036,24,long,medium,8.48936516,Not Feasible,11,Build a retirement fund
583095,49,long,low,3.996438431,Not Feasible,12,Save for children's education
279284,13,long,low,3.298878194,Not Feasible,9,Start a business
335370,20,long,medium,6.804121373,Not Feasible,8,Save for children's education
772449,32,medium,high,13.73375984,Not Feasible,11,Buy home appliances
418117,44,medium,low,3.830599196,Not Feasible,8,Build an emergency fund
885247,40,medium,low,3.957435037,Not Feasible,10,Buy a motorcycle
824957,43,long,medium,8.097385611,Not Feasible,14,Save for children's education
292635,28,long,high,10.2973142,Not Feasible,8,Build a retirement fund
209888,20,short,medium,7.578782208,Not Feasible,11,Buy fancy shoes
176052,18,short,low,3.083690775,Not Feasible,7,Go on a vacation
516733,38,long,medium,9.009468637,Not Feasible,7,Start a business
236597,28,short,medium,7.943477644,Not Feasible,13,Pay off a small loan
18078,15,medium,high,12.17718963,Not Feasible,14,Build an emergency fund
625942,49,medium,medium,9.963955815,Not Feasible,13,Buy a motorcycle
139101,40,medium,low,4.020234984,Not Feasible,10,Buy a motorcycle
492737,5,short,low,4.647153734,Not Feasible,8,Go on a vacation
451920,16,medium,high,14.60814695,Not Feasible,8,Travel abroad for holiday
551285,25,medium,medium,8.713486235,Not Feasible,12,Build an emergency fund
483026,13,medium,high,12.09784093,Not Feasible,12,Buy home appliances
666228,43,long,medium,7.461726083,Not Feasible,13,Buy a car
518715,7,long,high,10.79058623,Not Feasible,10,Buy a car
429614,20,medium,medium,8.081950516,Not Feasible,8,Travel abroad for holiday
222650,8,medium,high,12.56153457,Not Feasible,12,Save for higher education
369500,30,long,medium,6.070003311,Not Feasible,11,Build a retirement fund
385855,17,long,low,2.123071131,Not Feasible,9,Save for children's education
817678,24,short,medium,9.345211889,Not Feasible,14,Buy a laptop
161633,23,long,medium,5.152615687,Not Feasible,8,Build a retirement fund
943758,31,medium,medium,6.902825866,Not Feasible,7,Take a professional certification course
44512,6,long,high,12.79999191,Not Feasible,14,Buy a car
235226,14,medium,low,3.587868186,Not Feasible,13,Buy a motorcycle
218467,29,short,high,12.66991616,Not Feasible,11,Buy fancy shoes
854297,23,long,low,2.68023723,Not Feasible,11,Build a retirement fund
951084,19,short,high,11.655695,Not Feasible,9,Buy fancy shoes
474175,43,medium,medium,5.029949423,Not Feasible,7,Travel abroad for holiday
899825,28,medium,medium,9.624725447,Not Feasible,10,Travel abroad for holiday
606432,20,medium,high,13.02835422,Not Feasible,10,Buy a motorcycle
707845,21,medium,medium,9.092814238,Not Feasible,12,Take a professional certification course
978125,20,short,high,13.61140504,Not Feasible,7,Buy a laptop
127363,22,long,high,12.81714417,Not Feasible,13,Invest in a property
322809,8,long,low,3.540827722,Not Feasible,13,Invest in a property
735772,6,medium,medium,7.232525978,Not Feasible,9,Build an emergency fund
191675,35,medium,medium,7.764266729,Not Feasible,9,Take a professional certification course
162110,6,short,medium,6.010332178,Not Feasible,8,Upgrade clothing
627830,6,short,high,11.9786109,Not Feasible,7,Buy fancy shoes
897743,19,medium,low,3.652944013,Not Feasible,10,Buy home appliances
499562,47,medium,medium,8.667844762,Not Feasible,8,Buy a motorcycle
810757,33,long,high,13.92976752,Not Feasible,11,Save for children's education
176964,38,long,medium,9.311998649,Not Feasible,9,Invest in a property
404969,44,long,low,3.049914334,Not Feasible,7,Build a retirement fund
683356,36,medium,high,12.94956804,Not Feasible,14,Build an emergency fund
865243,25,short,high,12.68571058,Not Feasible,10,Buy fancy shoes
739643,34,short,high,12.01073567,Not Feasible,10,Go on a vacation
972715,28,short,high,11.67980089,Not Feasible,12,Pay off a small loan
126737,48,medium,low,2.028562174,Not Feasible,12,Travel abroad for holiday
466036,18,medium,high,10.88611972,Not Feasible,12,Build an emergency fund
272968,32,short,high,10.68680369,Not Feasible,7,Purchase a smartphone
417096,18,short,high,11.50212064,Not Feasible,10,Buy a laptop
774705,48,short,low,3.079636721,Not Feasible,10,Upgrade clothing
652006,38,medium,medium,6.398526054,Not Feasible,12,Buy a motorcycle
338761,18,long,medium,8.962783027,Not Feasible,12,Save for children's education
283661,29,long,low,2.594722706,Not Feasible,11,Save for children's education
687043,16,medium,low,2.789605135,Not Feasible,12,Buy home appliances
420092,45,long,high,12.5143273,Not Feasible,7,Start a business
375212,44,short,low,2.853126485,Not Feasible,12,Purchase a smartphone
983858,24,long,medium,9.47931519,Not Feasible,13,Build a retirement fund
477018,46,short,medium,8.060190802,Not Feasible,11,Buy fancy shoes
742079,11,medium,medium,6.685462349,Not Feasible,12,Build an emergency fund
783408,19,medium,low,3.356842372,Not Feasible,9,Travel abroad for holiday
788610,13,short,low,3.268001935,Not Feasible,7,Go on a vacation
489818,8,short,high,14.45264079,Not Feasible,10,Go on a vacation
911448,35,long,high,12.92133523,Not Feasible,14,Invest in a property
219485,27,short,high,11.8586064,Not Feasible,8,Purchase a smartphone
282126,10,medium,high,12.47639374,Not Feasible,10,Buy home appliances
429814,32,medium,high,11.8131826,Not Feasible,10,Travel abroad for holiday
155711,16,long,low,4.306609239,Not Feasible,7,Save for a house down payment
604498,26,short,medium,5.093504071,Not Feasible,10,Buy a laptop
604140,28,short,high,12.48926619,Not Feasible,13,Buy a laptop
910050,38,long,high,11.2363657,Not Feasible,8,Build a retirement fund
789427,23,medium,medium,6.161730818,Not Feasible,7,Buy a motorcycle
19695,28,short,medium,5.925159659,Not Feasible,8,Purchase a smartphone
58582,24,long,medium,7.502829439,Not Feasible,10,Save for a house down payment
303238,38,long,medium,5.533030825,Not Feasible,9,Save for a house down payment
725995,31,long,low,3.558941465,Not Feasible,7,Build a retirement fund
294331,48,long,medium,8.016381904,Not Feasible,9,Start a business
914445,33,short,high,14.49314613,Not Feasible,14,Go on a vacation
663009,5,long,medium,8.82734734,Not Feasible,8,Start a business
640971,40,short,high,13.24836311,Not Feasible,9,Pay off a small loan
797646,47,medium,low,4.420608112,Not Feasible,9,Buy home appliances
820372,43,long,high,11.75788132,Not Feasible,11,Start a business
529382,49,long,low,3.596287409,Not Feasible,11,Start a business
578694,11,medium,high,10.42755698,Not Feasible,12,Buy home appliances
970985,47,long,low,3.567737626,Not Feasible,9,Build a retirement fund
157049,24,short,medium,6.944579986,Not Feasible,9,Upgrade clothing
448055,24,medium,low,4.738944276,Not Feasible,11,Buy home appliances
461090,29,medium,medium,6.508550195,Not Feasible,14,Buy home appliances
854846,47,short,low,4.060093003,Not Feasible,7,Buy a laptop
373584,25,short,medium,8.438126328,Not Feasible,12,Purchase a smartphone
953042,13,medium,low,4.139565045,Not Feasible,10,Save for higher education
245994,31,long,high,13.40479922,Not Feasible,13,Invest in a property
900001,32,short,high,14.41270071,Not Feasible,9,Upgrade clothing
721601,29,short,high,12.97979003,Not Feasible,7,Pay off a small loan
214573,40,short,medium,9.276942287,Not Feasible,14,Go on a vacation
740493,38,medium,high,13.36804324,Not Feasible,10,Buy home appliances
70481,6,long,high,14.40638968,Not Feasible,9,Buy a car
772372,13,short,low,4.186171987,Not Feasible,14,Pay off a small loan
299884,23,medium,high,12.28850746,Not Feasible,9,Buy a motorcycle
859760,19,medium,medium,6.352840635,Not Feasible,14,Travel abroad for holiday
999609,25,long,medium,9.545462246,Not Feasible,8,Save for children's education
978147,20,medium,low,2.396350406,Not Feasible,10,Take a professional certification course
506733,6,medium,medium,9.347784724,Not Feasible,11,Buy home appliances
284025,30,short,medium,8.261142007,Not Feasible,7,Purchase a smartphone
309140,48,short,low,3.830642974,Not Feasible,10,Upgrade clothing
697537,33,short,high,12.68162392,Not Feasible,7,Upgrade clothing
656484,37,medium,low,2.877148222,Not Feasible,11,Take a professional certification course
571465,38,long,low,3.823761338,Not Feasible,8,Save for children's education
76126,31,long,high,12.38245494,Not Feasible,8,Buy a car
328675,11,long,low,3.197875804,Not Feasible,13,Buy a car
36119,19,medium,medium,8.206309248,Not Feasible,14,Travel abroad for holiday
652032,21,short,low,2.245561372,Not Feasible,10,Buy a laptop
126894,13,medium,high,13.0249227,Not Feasible,14,Build an emergency fund
168987,17,short,high,14.98805537,Not Feasible,8,Pay off a small loan
405924,36,medium,low,2.128198363,Not Feasible,8,Save for higher education
441965,6,medium,high,12.37265865,Not Feasible,7,Buy home appliances
54989,36,long,low,3.360927927,Not Feasible,9,Build a retirement fund
818538,24,medium,medium,5.369882107,Not Feasible,7,Build an emergency fund
813563,47,long,medium,7.46549417,Not Feasible,11,Start a business
842985,23,medium,high,10.75068868,Not Feasible,10,Buy home appliances
985648,31,long,high,14.11069955,Not Feasible,10,Save for a house down payment
16553,40,medium,low,4.700891208,Not Feasible,8,Take a professional certification course
552169,34,medium,medium,9.120308888,Not Feasible,14,Save for higher education
11379,15,short,high,14.64079273,Not Feasible,9,Pay off a small loan
362935,20,short,medium,8.236448803,Not Feasible,9,Pay off a small loan
377808,30,short,low,4.530746471,Not Feasible,8,Purchase a smartphone
79306,34,medium,medium,7.496128812,Not Feasible,7,Take a professional certification course
422942,6,short,low,4.370554175,Not Feasible,11,Buy fancy shoes
253825,38,short,high,14.73277657,Not Feasible,14,Go on a vacation
936592,45,medium,high,11.90340866,Not Feasible,8,Buy home appliances
437530,26,medium,high,14.17080469,Not Feasible,9,Buy home appliances
521030,35,short,high,12.37056343,Not Feasible,9,Buy a laptop
982545,25,short,low,3.838345301,Not Feasible,8,Go on a vacation
638800,40,medium,low,4.648314084,Not Feasible,11,Build an emergency fund
288494,44,medium,high,14.40444731,Not Feasible,12,Buy a motorcycle
510395,27,long,high,13.71080277,Not Feasible,9,Save for a house down payment
109599,30,long,medium,6.562566256,Not Feasible,13,Build a retirement fund
615685,22,medium,low,2.259662347,Not Feasible,9,Take a professional certification course
351653,19,medium,medium,9.93384779,Not Feasible,13,Travel abroad for holiday
552057,38,short,low,3.705462453,Not Feasible,8,Pay off a small loan
712609,26,long,low,2.331807428,Not Feasible,7,Buy a car
635872,32,short,high,14.79703487,Not Feasible,8,Purchase a smartphone
318509,47,long,high,12.28633314,Not Feasible,8,Start a business
322329,11,short,medium,9.811347622,Not Feasible,7,Buy fancy shoes
668146,44,long,high,11.82590068,Not Feasible,13,Invest in a property
765897,46,medium,high,14.54673758,Not Feasible,10,Buy home appliances
136525,28,medium,high,14.26671249,Not Feasible,7,Buy home appliances
404836,39,medium,low,3.413774688,Not Feasible,13,Buy home appliances
570591,17,short,high,11.5617107,Not Feasible,13,Go on a vacation
29589,17,long,high,13.70243012,Not Feasible,12,Start a business
275026,35,short,low,4.551248908,Not Feasible,7,Go on a vacation
989752,23,medium,medium,5.213363052,Not Feasible,12,Buy home appliances
190394,33,long,high,11.12419728,Not Feasible,11,Invest in a property
663524,26,long,high,12.1494903,Not Feasible,10,Start a business
427740,45,short,low,2.623627252,Not Feasible,7,Pay off a small loan
806177,25,medium,high,11.35653771,Not Feasible,14,Buy home appliances
25861,20,short,high,12.57378861,Not Feasible,8,Go on a vacation
625995,34,short,low,3.148709332,Not Feasible,11,Buy a laptop
326405,9,medium,medium,9.672284311,Not Feasible,11,Buy home appliances
789331,45,medium,low,4.525580372,Not Feasible,10,Buy home appliances
668197,45,short,high,11.04108412,Not Feasible,14,Buy a laptop
346279,10,long,medium,9.741089056,Not Feasible,11,Invest in a property
588668,25,medium,low,2.650846881,Not Feasible,7,Buy a motorcycle
882521,46,medium,high,12.98267246,Not Feasible,14,Build an emergency fund
639313,15,medium,high,11.53446443,Not Feasible,11,Buy a motorcycle
715191,28,medium,medium,6.423519971,Not Feasible,12,Build an emergency fund
230421,32,long,medium,7.701504078,Not Feasible,11,Invest in a property
965759,19,long,high,14.73454067,Not Feasible,11,Buy a car
254497,43,short,medium,7.094467138,Not Feasible,8,Go on a vacation
694880,44,short,high,11.40668868,Not Feasible,12,Pay off a small loan
432757,23,medium,medium,6.251520442,Not Feasible,12,Save for higher education
993276,21,short,low,2.927240724,Not Feasible,10,Buy a laptop
954854,7,long,low,3.333972199,Not Feasible,7,Save for a house down payment
54397,7,medium,medium,9.365695426,Not Feasible,12,Buy home appliances
873517,43,medium,medium,6.573854119,Not Feasible,11,Buy a motorcycle
860297,32,medium,high,11.36209577,Not Feasible,9,Build an emergency fund
852388,35,short,high,12.87102794,Not Feasible,7,Buy fancy shoes
430669,46,medium,high,12.95585907,Not Feasible,12,Buy a motorcycle
465561,12,medium,low,3.336983161,Not Feasible,8,Travel abroad for holiday
897159,21,long,low,2.571817365,Not Feasible,12,Save for children's education
416122,39,medium,low,2.573274712,Not Feasible,12,Travel abroad for holiday
287132,40,short,medium,7.600925686,Not Feasible,13,Upgrade clothing
168795,31,medium,low,2.854696822,Not Feasible,10,Build an emergency fund
568088,44,short,medium,5.765194493,Not Feasible,13,Buy a laptop
